name,lat,lon
Casa de mrles,-12.1299312,-77.0232919
Cuarto Lima,-12.0897806,-77.068207
Casa sra patricia,-12.0604927,-77.0710757
Mercado Municipal Unidad Vecinal 3,-12.0517054,-77.0814096
Casa jaqui,-12.0836047,-77.0533221
Casa keyli,-12.3033392,-76.8477887
La Casona Suárez,-12.1083416,-77.0305443
Jeyson,-11.9670679,-77.0732312
Casa Alquilada,-12.0833543,-77.0064258
Anfitteatro,-12.1907688,-76.9692446
Selva Alegre,-12.0814028,-77.0386316
Karioca's Hostal,-12.081631,-77.03927
Tomodashi,-12.0810015,-77.038578
Hotel Mallorca,-12.0808834,-77.0102082
Galería Lucía de la Puente,-12.1430482,-77.0236431
Larq'a Park Rooms,-12.1231482,-77.0289846
Casa Sra Elva,-12.0844331,-77.0834138
San Martín,-12.1375057,-77.0208046
B&B Miraflores Wasi Hotel,-12.1127127,-77.0318884
Excalibur,-12.117031,-77.0385814
Posada Real 3,-11.9994371,-77.0966967
Hostal Garcilazo,-12.0636103,-77.037782
Mercado La Merced,-12.0455071,-77.0392908
Casa De Gabriela Torres,-12.085962,-76.9033053
Hotel La Primacía,-12.0740879,-77.0339791
Embelleciendo Punta Negra,-12.3639593,-76.793488
Entrada a playa La Honda,-12.4484001,-76.7562337
Entrada a playa La Tiza,-12.4346766,-76.7548959
Los Pantanos de Villa,-12.2108825,-76.9890317
Malecón Venecia - Barlovento,-12.2313064,-76.9735481
Puente José Quiñones,-12.0896483,-77.0144486
Casa Hacienda Buena Vista,-12.2549028,-76.8743401
Los colochos,-12.0833961,-76.9750122
D' Paris,-12.0476679,-77.0248639
Monumento a Alfonso Barrantes Lingan,-12.0153109,-76.8188722
Casa Hacienda Mamacona,-12.2645129,-76.9061642
Coliseo de gallos,-12.2651317,-76.9056875
Monumento en honor al Gnrl. Varela,-12.0601601,-77.0472713
Julio César Tello,-12.1482628,-76.991753
Lanzón Monolítico,-12.1483142,-76.9916531
Cabeza Clava,-12.1481631,-76.9917649
Museo Chinen,-12.0073181,-77.0585027
Hotel El Dorado,-12.0714074,-76.9551984
Centro Cultural Peruano Británico,-12.0876218,-76.997506
Cre Ágora,-11.874876,-77.0196001
Pirwa Hostel,-12.1150358,-77.0311385
Hostel El Trebol,-12.0824618,-77.0342534
Tripper Monkey House,-12.1161002,-77.0317291
Carmel Hotel,-12.1185085,-77.030212
Allpa Hotel & Suites,-12.1181508,-77.0304795
Hotel Tinkus Inn,-12.1178798,-77.0298188
John F. Kennedy,-12.1219645,-77.0307768
Hostel Kon Tiki,-12.1160413,-77.0356738
Casa Cielo,-12.1204764,-77.0334696
José Antonio Deluxe Hotel,-12.119812,-77.0318531
Piramide Principal,-12.2222892,-76.8543089
Brazo Izquierdo,-12.2198708,-76.8552603
Brazo Derecho,-12.2220354,-76.8518953
Los Jardines Hospedaje,-12.1132887,-77.020336
Hostal Primavera,-12.1136016,-77.0245581
Hotel El Doral,-12.1188673,-77.0331928
Hostal Molinos,-12.0900112,-77.0346367
Hospedaje Sagarbal,-12.1051165,-77.0323116
Hostal Mi Refugio,-12.0909437,-77.0322933
Hotel Rosedale,-12.0890938,-77.0331369
Hotel Fenix,-12.0890838,-77.0332676
Los Tallanes Hotel & Suites,-12.0947194,-77.0355167
NM Lima Hotel,-12.1070955,-77.0357695
Hotel Lexus,-12.1140826,-77.03365
Grand Hotel Betsy,-12.1092075,-77.0357882
Livia,-12.1676952,-76.9892544
Suites Real Apart Hotel,-12.1066396,-77.0389426
Hotel Regency,-12.1142396,-77.0375202
Hotel Runcu Inn,-12.1194624,-77.0421467
Hotel Estelar Miraflores,-12.1243688,-77.0291837
Hotel Sebastián Inn,-12.083874,-77.0376234
Suites Larco 656,-12.1237921,-77.0294561
Sagrado corazón de Jesús,-11.9779215,-77.081542
Hostal Romance,-12.0767556,-77.0365443
Tierras Viajeras Hostel Cultural,-11.9982026,-77.1075421
Santuario del Amancay,-12.1974004,-76.8072274
Mirador del Salto del Fraile,-12.1706343,-77.0366866
Liliana,-12.0890946,-77.0677268
Huaca Pucllana,-12.1115677,-77.0332872
La estación de Barranco,-12.1498694,-77.0218441
Microteatro de Lima,-12.1495841,-77.0224078
Suspirarte,-12.1497374,-77.0224514
Centro Colich,-12.1458376,-77.0221285
Teatro Escena 7,-12.1442311,-77.0220974
Wu Galería,-12.1435367,-77.0228832
Galería de Arte Yvonne Sanguineti,-12.1429942,-77.0218919
Loft de Barranco,-12.1369179,-77.0224501
"""Pronto"" Central - de Virgilio Martinez",-12.15291,-77.0226253
Federico Villareal,-12.1486176,-77.0228539
Hacienda Caballero,-11.7913802,-76.983217
Hospedaje Beniroom,-12.2540407,-76.9283676
Circuito El Prado,-12.1943631,-76.8357
Pueblo Viejo - Pucará,-12.2029696,-76.7995732
El Arbolito,-12.2074368,-76.8028363
pirámide huca,-12.1113517,-77.0342737
Hotel resdential Vicky,-12.0299744,-77.0759157
Abarrotes Flor,-12.1475132,-77.0150611
Minimarket Chama,-12.129159,-76.9979728
Jóvenes Peruanos,-12.1241467,-77.0382142
Teatro Felipe Pardo y Aliaga,-12.0535737,-77.030516
Casa Museo del Terror,-12.0901561,-77.0812575
Farallones,-12.2042169,-76.8798596
La Cima,-12.2034828,-76.8838037
Entrada a Lomas de Lúcumo,-12.2085795,-76.879857
Circuito turístico de Lomas de Lúcumo,-12.2034574,-76.8867578
Hospedaje Pasion,-11.9594635,-77.0969915
La Nené VIP,-11.7866646,-77.153964
Loma Linda,-12.0854963,-76.7721909
Hotel Bay-pass,-12.0861212,-77.0632199
La Danaide,-12.1495548,-77.0210476
Boulevard Sánchez Carrión,-12.1486329,-77.0205993
Chabuca Granda,-12.1488983,-77.0227749
José Antonio de Lavalle,-12.1488837,-77.0227693
Candelabro de Barberini,-12.1495096,-77.0214524
Parque de la Muralla,-12.0444205,-77.0263062
Museo de los Vecinos,-12.1093443,-77.0293075
Letrero San Martín de Porres,-12.0191409,-77.0897266
Ascendi,-12.0790595,-77.0567358
Pedro Planas Silva,-12.2269267,-76.9217143
Concha Acústica,-11.9409276,-76.985109
Premium,-11.879982,-77.0739024
Hospedaje Las Pasionarias,-12.012973,-77.0107126
Mirador Las Delicias de Villa,-12.195705,-76.9962793
Coronel Francisco Bolognesi,-12.0602416,-77.0415676
Centro Cultural CCORI WASI,-12.1175413,-77.0295256
D'Sheratons,-12.0281943,-76.9258152
Gisell valencia,-12.0873291,-77.0770262
Don jesus,-12.0875348,-77.0719157
Depa. Pastor Antonio,-12.0847719,-77.0726613
"Arariwa, Galeria de Arte",-11.9903638,-77.0752957
Margarita Enciso,-12.028555,-76.907548
Pas. Octabio,-11.9541096,-77.0757922
Anfiteatro,-12.1325464,-76.9804741
Avioneta Aermacchi MB-339A FAP-486,-12.1429458,-76.9910735
"Multifamiliar ""La Calera IV""",-12.1194382,-77.0037598
"Multifamiliar ""La Calera III""",-12.1196638,-77.0037074
Alojamiento Gourmet Lima,-12.1294472,-77.0325705
Hostal America,-12.1138332,-77.0213033
La Florida,-11.9921488,-77.0982629
Cruz Montañera de Chincho,-12.0462997,-76.9191684
Hector Lavoe,-12.0463692,-76.918299
Gordito amoroso,-12.0937078,-77.0579795
Pileta,-12.0969012,-77.058635
Atardecer,-12.0949802,-77.0582766
Virgen del Carmen,-12.2103513,-76.9064393
Gran piedra solar,-12.1959196,-76.9091554
Placa de la Iglesia se Jesucristo.,-12.2070306,-76.9066299
Primera piedra,-12.1991103,-76.9085486
Virgen de Colombia,-12.1334843,-76.9933141
Mercado VIPSE,-12.1334718,-76.9920613
Mercado El Trebol,-12.0349092,-77.0429638
Paseo de Los Incas,-12.2290622,-76.8589226
Inti Dios del Sol,-12.2288066,-76.8586188
Sinchi Roca,-12.2288125,-76.8586651
Mayta Cápac,-12.2288644,-76.8587184
Lloque Yupanqui,-12.2288891,-76.8586903
Cápac Yupanqui,-12.2289168,-76.8587762
Inca Roca,-12.228996,-76.8588147
Yáhuar Huácac,-12.2290199,-76.8588924
Huiracocha,-12.2291089,-76.8589392
Pachacútec,-12.2291344,-76.8590316
Amaru Inca Yupanqui,-12.229209,-76.859064
Túpac Inca Yupanqui,-12.2292334,-76.8591555
Huayna Cápac,-12.229263,-76.8591235
Huáscar,-12.2292866,-76.8592165
Atahualpa,-12.229314,-76.8591868
Dios Pachacámac,-12.2293226,-76.8592393
Zona Arqueologica Puruchuco,-12.0487014,-76.9294426
Virgen del Boulevard,-12.089776,-76.9853979
Toro Negro,-12.0927146,-77.0622978
La Familia,-12.0743115,-77.0481299
Hostel Kelebek,-12.1175028,-77.0287201
Pool paradise,-12.1241712,-77.0220449
Colegio Fujimori,-11.949206,-77.0808269
B&B de Kike,-11.9749122,-77.0853257
Juan XXIII,-12.0784113,-77.0848383
Lanzón,-12.073172,-77.0715683
Placa de Pueblo Libre,-12.0755195,-77.0644156
Casa de Osambela,-12.0439276,-77.0324898
El Encanto,-12.064687,-77.03227
Grees,-12.0599534,-77.0488802
Casa alvares,-12.1745269,-76.9488431
Catastro,-12.1064729,-77.0390028
Don Lucho,-12.0512122,-77.0366397
Yacana,-12.0505004,-77.0361479
Casa de Rosita,-12.1022566,-76.9986328
COED COMAS,-11.901861,-77.0400255
Cada,-12.0890353,-77.0695409
HIguera de Pizarro,-12.0445402,-77.0298701
Jardín de la Capilla,-12.0447384,-77.0294826
Sitio Arqueológico Cerro Punta Blanca,-12.188442,-76.8365673
Antonio Raimondi,-12.0510475,-77.0228616
Eda Inn,-12.0849797,-77.0692786
Auditorio cultural IPCNA Miraflores,-12.1133546,-77.0304581
Teatro Auditorio Miraflores,-12.129136,-77.0299851
Jazz Zone,-12.1238679,-77.0272758
La Tarima Café Concert,-12.1199424,-77.0285002
Vasija Amazónica,-12.1208266,-77.0295028
Proyecto AMIL,-12.0972257,-77.0366226
Espacio cultural Tremenda,-12.137355,-77.0212201
Casa agustino,-12.0349328,-76.9919669
John Harriman,-12.1234862,-77.0327978
Centro Cultural UCH,-12.0565152,-77.0428502
Teatro de Lucía,-12.1229682,-77.0330848
Túpac Amaru,-12.0919376,-77.0735195
Lomas El Mirador,-12.0015539,-77.0245785
Asociación Los Jazmines de Huachipa,-12.0113225,-76.9472255
Crossroads calles peatonales,-12.0470272,-77.0320444
Teatro Municipal/Principal de Lima,-12.0455283,-77.0346075
Ugo,-12.1018339,-77.0303415
La Unsha hostel,-12.1550774,-77.0217779
Edificio Punta Sal,-12.1331049,-77.0038275
Chino Surf House,-12.3305052,-76.8282148
Almirante Miguel Grau,-12.1000116,-77.0096175
Dali,-12.0707312,-77.0403129
Arco Perú China,-11.9569138,-77.0389747
Escultura de la Integración,-12.0974984,-77.0217877
Mercado de las Terrazas,-11.9723786,-77.0138917
La Estacion,-11.7764492,-77.1651481
Air bnb,-12.118024,-77.0402059
Hr. Sans Suite,-12.1007475,-77.0057127
Condominio Las Terrazas,-12.1368145,-77.0098007
HOTEL EL DORADO - SAN ISIDRO,-12.0983453,-77.0213188
Lo de Olguita,-12.1345802,-76.9914931
Multicentro Benavides,-12.1283346,-76.9911393
Coronel Eduardo Dogny,-12.0954734,-77.0141252
Casita Libertad Chorillos,-12.1573481,-77.0232621
Mercado El Establo,-11.9047206,-77.030585
Cada de Ana,-12.0338785,-77.0785187
Trabajo Compured,-12.1165139,-76.9950127
Hostal Arco Iris,-12.1964596,-76.9322876
Hotel bruce sauna,-12.1200242,-77.0357213
Huastinito,-11.9417716,-77.070807
Capilla del Niño Jesús,-12.0274622,-76.8853482
Jesús de Nazaret,-12.0237002,-76.8833697
Pesaje electrónico,-12.0419778,-77.0155598
Amaru Centro Cultural,-12.1482541,-77.0227003
The Prime Spot Backpacker's Hostal,-12.1128782,-77.0311599
Casa de Baraybar,-12.1158836,-77.0467313
Museo del Petróleo,-12.0690134,-77.085233
Las Cumbres,-11.9817652,-76.7809477
Plaza Central Plaza San Miguel,-12.0769427,-77.0827581
Vladimir Humpiri,-12.0179044,-77.0325737
Monumento al No Fumador,-11.9031673,-77.0393019
Plazuela Jorge Arrospide Loyola,-12.0918441,-77.0366333
Cristo Resucitado,-11.8995718,-77.0379733
Las garzas,-12.0808365,-77.0394373
Jesús Artesano,-12.1988007,-76.9925862
Capitán de Navío Juan Fanning García,-12.1958238,-76.9890626
Despacho Vicepresidencial,-12.0482086,-77.0292541
Módulo informativo,-11.9947465,-77.0624104
Pozo de los Deseos,-12.0426233,-77.0357339
Vía bajo control de velocidad,-12.0890892,-77.010257
El Mirador de San Bartolo,-12.3909177,-76.7824406
Hostal Moscow,-12.0304371,-76.9981199
Hotel Yuri Gagarin,-12.0301071,-76.9981604
Hostal Las Victorias,-12.0275527,-77.0350826
Hostal Los Angeles,-12.0741523,-76.982662
Gruta de la Amistad,-11.8969948,-77.0390279
Loloy,-11.8966174,-77.0314203
Museo de la Basílica Catedral de Lima,-12.0463719,-77.0298417
Triangulo de la Fé,-11.9359809,-76.6991168
Galería Índigo,-12.094988,-77.0339055
El Inca,-12.1290755,-76.9158398
El Cisne,-12.1295411,-76.9137417
"Hostal ""El Benny""",-12.2266355,-76.8601272
Madrina,-12.0222049,-76.9745769
Departamento,-12.1335113,-76.9840709
Cruz Monumental del Cerro San Cristóbal,-12.034445,-77.0178952
Casa De Retiros San Francisco Solano,-12.0328295,-77.0235927
Victor Delfin Art Studio,-12.1482569,-77.023761
Acuario Real,-12.1176691,-77.0359547
Terra Cuina,-12.1235893,-77.0361483
The Lighthouse B&B,-12.11828,-77.0399862
Hospedaje Del Pilar,-12.0910509,-77.0685672
El Molinero,-12.0139423,-76.940361
Holiday Inn Express Lima San Isidro,-12.0941587,-77.0269783
El Lagarto,-12.1289385,-76.9132818
Belma Bed and Breakfast,-12.1313461,-77.0280399
Solís Dies,-12.1245366,-77.031727
Las Retamas,-12.0824019,-77.0392655
Información de pasajeros,-12.0578949,-77.0359705
Boulevard Girasoles,-11.9760242,-76.7864441
Aviadores de la PNP,-12.1279489,-76.9141547
Santísimo Madero,-12.2436243,-76.8755563
Anfiteatro Parque Virgen de Fátima,-12.1706723,-77.0209111
"Maitea - Arte, cerveza, vino",-12.1231459,-77.0269429
Busto en honor a Ricardo Palma,-12.0305437,-77.0816586
Estatua de la Virgen Maria,-12.0306866,-77.0816483
Hotel el centro,-12.0473576,-77.0368433
Casa de veneca Ancon,-11.7856867,-77.1625419
Alpes Lima Private Rooms,-12.1232271,-77.0312113
Ángel Carrillo,-12.1348131,-76.9667328
Hotel Antara,-12.1239541,-77.0279863
Catedral de lima,-12.0467167,-77.0297849
Pabellón Bizantino,-12.0614636,-77.0369182
Pabellón Morisco,-12.0621444,-77.0373111
Tapada Limeña,-12.0624885,-77.0373572
Baile de la Marinera,-12.0625193,-77.0373273
Tapada Limeña y su negrita bambo,-12.0625562,-77.0373507
Isla de Títeres,-12.0628873,-77.0355956
Casita del té,-12.0631584,-77.0355661
Virgen Jardín,-12.0630909,-77.0351363
Jardín Botánico,-12.0633129,-77.0349251
Centro recreacional Las Palmeras,-11.9169997,-76.9656403
Hotel Gol,-12.0615507,-77.0269177
Hotel Samoa,-12.0595772,-77.0266609
Huandoy tia aurora,-11.9742385,-77.0845013
Atención al cliente de Jockey Plaza,-12.0871393,-76.9773602
Acueducto de la Hacienda San Juan Bautista de Villa,-12.1929457,-77.0069493
Combate del Dos de Mayo,-12.0463851,-77.0427655
Habitacion Doble 2 Camas En Miraflores,-12.1192424,-77.038943
Casa del Turista,-11.9557926,-77.0574321
Puente de los Suspiros,-12.1491636,-77.0225867
Alameda “Madre Selva”,-11.9812178,-76.794816
Juan Pablo Segundo,-12.0830469,-76.9950995
Mercado Royal,-12.0813706,-76.9931038
Surfari - Punta Rocas,-12.3521376,-76.8131055
Plaza Sofía,-12.3323977,-76.8305008
San Juan Pablo II,-12.1415983,-76.9746806
MovieTime VES Unicachi,-12.1973923,-76.9641466
Rotary International,-12.1498489,-76.9827133
Gruta de Santa Rosa,-11.9566055,-77.0799968
La virgen,-12.2540466,-76.9043312
Mirador de La Laguna,-12.0840014,-76.9206202
Héroes de la FAP,-12.0770825,-76.9329708
Jorge Chávez,-12.3673434,-76.7955698
General Ramón Castilla,-12.3677107,-76.7953245
Capitán FAP Rudy Echegaray Fajardo,-12.3671092,-76.7945943
Manuel Candamo,-12.0591266,-77.0367125
Arquitecto Fernando Belaúnde Terry,-12.0602171,-77.037644
Víctor Raúl Haya de la Torre,-12.06433,-77.0368084
Pedro Huilca Tecse,-12.0643831,-77.037162
Miguel de Cervantes Saavedra,-12.064488,-77.0379689
Auditorio Teatro,-12.0456698,-77.0351988
Auditorio Defensoria,-12.0488779,-77.0293637
Estatua del Oso Paddington,-12.1315982,-77.0307809
Manuel Villavicencio,-12.1178604,-77.0113557
Hospedaje La Anita,-12.0928242,-77.0211944
Dama Blanca de la Paz,-12.1493545,-77.0217508
Caicedo,-12.149313,-77.0218895
Manuel Montero Bernales,-12.1490899,-77.0218304
Coronel Francisco Bolognesi Cervantes,-12.1484585,-77.0226304
José Antonio del Busto Duthurburu,-12.148027,-77.0222117
Carlos Gardel,-12.1478071,-77.0219598
Manuel Andrés de la Fuente Chávez,-12.1489216,-77.0229672
Lions Internationals,-12.1502277,-76.9817773
Huella de la Carreta,-12.1866966,-76.8575953
Manantial de la Juventud,-12.1842901,-76.8548258
Peón,-12.2106048,-76.9438578
Profesor Enrique Nerini Collazos,-12.1675072,-77.0288574
Putto,-12.1682076,-77.0296969
San Pedro,-12.1684944,-77.0294966
Miraflores Guesthouse 569,-12.1287244,-77.0313412
Javier Pérez de Cuéllar,-12.1759349,-77.0222419
I Misterio Gozoso,-12.1675679,-77.0341327
II Misterio Gozoso,-12.1678131,-77.0342353
III Misterio Gozoso,-12.1679968,-77.0343498
IV Misterio Gozoso,-12.168249,-77.0344969
V Misterio Gozoso,-12.1685669,-77.0342911
I Misterio Doloroso,-12.1684911,-77.03458
II Misterio Doloroso,-12.1681453,-77.0346944
III Misterio Doloroso,-12.167835,-77.0347144
II Misterio Glorioso,-12.1687986,-77.0347055
I Misterio Glorioso,-12.1687848,-77.0344259
IV Misterio Glorioso,-12.1682073,-77.0348751
IV Misterio Doloroso,-12.1683505,-77.0347655
III Misterio Glorioso,-12.1685133,-77.034768
Virgen del Morro Solar,-12.1678789,-77.0349221
Cruz del Papa,-12.1679808,-77.0353299
Huaca El Tunel,-12.173036,-77.0326079
Huaca Punta de la Virgen,-12.1682487,-77.0368023
Huaca Salto del Fraile,-12.1690928,-77.0362401
Museo de la Guerra del Pacífico,-12.169056,-77.0336908
Heroicos Defensores,-12.1717663,-77.0307951
Cruz de la Vaja,-12.1677102,-77.0373589
Batería Mártir Olaya,-12.1684895,-77.0351193
Hospedaje Casaverde,-11.9802887,-77.0030199
Pozo de los deseos,-12.1496353,-77.0235637
LOMAS DE MANGOMARCA,-11.999173,-76.9645287
Espacio Teatro Esencia,-12.1518507,-77.0200353
Alfonso Barrantes Lingán,-12.1486217,-76.9701433
Casa SEM - OMI,-12.0677314,-77.0766523
Hotel Urpi,-12.0637261,-77.0396175
Santísima Cruz,-12.3325561,-76.8220268
Daniel Alcides Carrión,-12.1338501,-77.0289957
Depto AirBnB,-12.1213356,-77.0386132
Hostal Toto,-12.054763,-77.0478165
General Juan Velasco Alvarado,-12.2165041,-76.9334417
Mercado Megacentro Tagge,-12.2240643,-76.9091531
Coliseo picapiedra,-12.1888349,-76.8668325
Hotel Las Lunas,-12.0240648,-77.0500518
La Feria de Gamarra,-12.2126947,-76.9341093
Gruta Virgen del Carmen,-11.9819247,-77.0770279
Hombre Cuy,-11.9791354,-77.0756685
Virgen del Pilar,-11.982245,-77.0798397
Casa Condevilla,-12.0217744,-77.086531
Mercado Señor de los Milagros,-12.2249267,-76.8895303
Jade Rivera art gallery,-12.1491346,-77.022465
Mirador del amor,-12.1350945,-76.9252584
Llaqllay-Uma,-12.1281919,-76.9121976
Mercado Nueva Esperanza,-12.1733122,-76.932558
Mercado Virgen del Carmen,-12.1730735,-76.9321333
Mercado La Esperanza,-12.1734728,-76.9317807
Mercado 5 Estrellas,-12.1739079,-76.9318562
Lomas de Cicazos,-12.3610648,-76.7107629
Camp nou,-12.0666272,-77.0350078
Isaac Albéniz 209 - 201,-12.1031785,-77.0019981
Túpac Amaru II,-12.1665128,-76.9523912
Club Nacional,-12.0517792,-77.0355657
Chosica La Novia del Sol,-11.9369837,-76.6970955
Paseo de la Fé,-11.9357112,-76.6975835
Mirador del Bicentenario,-11.9344128,-76.6974545
Puente Quebrada Río Seco,-12.3340676,-76.8204049
Helicóptero Mil Mi-8T,-12.1554803,-76.8841104
Vichama Teatro,-12.2213442,-76.9353581
13 Bomberos Garibaldinos,-12.1710156,-77.0212967
Mapa de la Gran Bahía de Lima,-12.1677412,-77.0375313
Manuel Cuadros,-12.1647828,-77.0252266
Inca Pachacútec,-12.175937,-76.9494487
Gustavo Pons Muzzo,-12.1432128,-77.0224056
Mirador Sáenz Peña,-12.1434294,-77.0247468
Malencón Grau,-12.1662819,-77.0270359
Janet vega eguchi,-12.331356,-76.8265885
Francisco Javier Mariátegui y Tellería,-12.0766104,-77.0450483
Rotary Club International,-12.0751502,-77.0443061
Club de Leones,-12.0751574,-77.0424733
Centro Comercial Villa Las Palmas,-12.228989,-76.893507
Arte urbano Jade Rivera 2018,-12.1282763,-77.0295302
Antonio Cisneros,-12.1240606,-77.0391677
Don José de San Martín,-12.2206234,-76.9173794
Qhapaq Ñan,-12.1122588,-76.816681
Centro de Interpretación Cultural,-12.1120908,-76.8167942
Anfiteatro María Elena Moyano,-12.2309543,-76.9297044
Mini Zoológico,-12.2309331,-76.9304999
Centro Cultural Crea Huáscar,-12.2322432,-76.9314832
Zona de Parrillas,-12.2321011,-76.9271653
Zona de camping,-12.2318396,-76.9266373
Cuevas de Catalina Huanca,-12.0541401,-76.9986347
Teatro Arena y Esteras,-12.2292155,-76.9309398
Parque de la Historia de la Medicina Peruana,-12.0568191,-77.017357
Mariano Melgar Valdivieso,-12.0536198,-77.0322286
Sebastián Lorente,-12.053911,-77.0316674
Anfiteatro Parque Universitario,-12.0542784,-77.0311
Bartolomé Herrera,-12.0544859,-77.0308218
Diosa Feme,-12.0459416,-77.0305445
Andrés Townsend Ezcurra,-12.0538883,-77.0369619
Viticultora Surcana,-12.1433746,-77.0028885
Anfiteatro de la plaza de Surco Viejo,-12.1453284,-77.0044156
Mayor E.P. Luis Alberto García Rojas,-12.0971592,-76.9826847
Hotel Megamar,-12.0970856,-77.0726091
Mirador San Miguel Alto,-12.2337198,-76.8563075
Asociación Cultural Campo Abierto,-12.1238945,-77.0339078
Rodolfo Garro López,-12.1629029,-76.9441123
Familia Villamariana,-12.162354,-76.9439922
Anfiteatro Eva Ayllón,-12.1625655,-76.9445043
Teniente Segundo Carlos de los Heros,-12.0590222,-77.0358943
Capitán de Corbeta Elías Aguirre,-12.0590133,-77.0357513
Teniente Segundo Enrique Palacios,-12.0588107,-77.0357678
Teniente Primero Diego Ferré,-12.0588174,-77.0359127
Teniente Primero José Melitón Rodriguez,-12.0583794,-77.0358088
Teniente Primero Pedro Gárezon,-12.0583881,-77.0359521
Teniente Segundo Gervasio Santillana,-12.0580602,-77.0359871
Teniente Segundo Fermín Diez Canseco,-12.058053,-77.035839
Leona,-12.0577472,-77.0361192
Águila,-12.0575575,-77.0357848
Los Bueyes,-12.0567197,-77.0361945
Las Llamas,-12.0565646,-77.0359144
Paseo de Nuestros Héroes Navales,-12.0561205,-77.0361028
Luis Eugenio Dintilhac,-12.0529781,-77.0377635
Torre de Adobe de Canto,-12.0610603,-77.0371965
Árbol de La Amistad,-12.0608153,-77.0360005
Alguacil Mayor Diego Mexia,-12.0612577,-77.0358961
Martín Lutero,-12.0635162,-77.0355809
Alexander von Humboldt,-12.0635725,-77.0355731
Antonio Raymondi,-12.0636442,-77.0355626
Jardín Japonés,-12.063619,-77.0360137
Fuente de la Tradición,-12.0625065,-77.0372791
Monumento a Jorge Chávez,-12.0646718,-77.0391821
Anfiteatro Nicomedes Santa Cruz,-12.0623386,-77.0355365
Hotel El Angolo,-12.0993559,-77.0163903
Museo y Biblioteca Ciudad de los Héroes,-12.1655085,-76.9651248
Coronel Pastor Dávila Ugarriza,-12.1650744,-76.9655088
General Belisario Suárez,-12.1655803,-76.9654592
Mariscal Andrés Avelino Cáceres,-12.1652622,-76.9653489
Mercado Elycielo,-12.1669084,-76.960735
Casa katia,-12.108386,-76.9949387
PROFAM,-11.8151843,-77.16254
Residencial los aires parque próceres,-12.0831733,-77.0449158
Mercado Canta Callao,-11.98346,-77.098002
Sala de Interpretación Tablada De Lurín,-12.1868028,-76.9169529
Mercado 28 de septiembre,-11.9559986,-76.9921558
Virgen Milagrosa,-12.1107036,-77.0090613
PeruSAT-1,-12.1538026,-77.0088883
Cessna A-37-B Dragonfly,-12.1539344,-77.0089352
Cessna T-41,-12.1537988,-77.0095486
Lockheed T-33A,-12.1541513,-77.0091813
North American F-86F Sabre,-12.1540674,-77.0098747
Hawker Hunter F 52,-12.1539383,-77.0091029
Dassault Mirage 5,-12.1537705,-77.0090402
Harbin Y-12,-12.1537954,-77.0092551
Sukhoi Su-22,-12.1536646,-77.009194
Mil Mi-8T,-12.1535319,-77.008958
Beechcraft Queen Air A-80,-12.1533464,-77.0090117
Bede BD-4lSA Kuntur,-12.1533516,-77.009469
Aermacchi MB-339AP,-12.153248,-77.0093087
Domo Suizenergía,-12.1534709,-77.010743
El Paradero Cultural,-12.0837356,-77.0447109
Espacio Cultural Imarpu,-12.0900619,-77.0307173
Lucila Walqui Espacio,-12.0872922,-77.0283033
L’Atelier de Christi Sari,-12.0814373,-77.0383347
La Azotea Cultural,-12.0830652,-77.029698
Chihuako Taller de Arte,-12.0807432,-77.0386405
Lo que se avecina - Espacio Cultural,-12.0844098,-77.0431037
La Boutique del Parte,-12.0846616,-77.0436616
Casa de la Cultura de Lince,-12.0838748,-77.0315085
Hospedaje Suar'z,-12.1478223,-77.0199133
Lion Backpackers,-12.1227996,-77.0257822
Inkari Luxury Hotel,-12.1182001,-77.0278075
Faro La Marina,-12.1236743,-77.040152
Monumento a Simón Bolívar,-12.077681,-77.0624249
Quetzal Guatemalteco,-12.0951696,-77.0469735
Óscar R. Benavides,-12.1206098,-77.0294489
Amelio Placencia C.M.,-12.1212165,-77.0294745
Torito de Pucará,-12.1204105,-77.0293864
Cruce de Los Alpes,-12.1347246,-77.0280856
Anfiteatro Chabuca Granda,-12.1208241,-77.0297073
Jesus de Nazareth,-12.2368797,-76.9398509
Mercado Talara,-12.2336116,-76.9418749
Amor,-12.1267543,-77.0360511
Hotel Ferre De Ville,-12.1150185,-77.0340552
Centro arqueológico,-12.1114472,-77.0310081
CIAM Aurora,-12.1220834,-77.0124098
Tierra Viva Miraflores Mendiburu,-12.1114664,-77.0487929
Municipal Market Miraflores,-12.1110924,-77.0489673
Hostal Casa Rodas,-12.1125122,-77.0320491
Madre María Angélica Recharte Corrales,-12.1666892,-77.0238262
Puttis,-12.1492709,-77.0211077
Nacimiento de Jesús,-12.149385,-77.0214323
Monumento a la Madre,-12.0703481,-77.0408743
Horacio Patiño,-12.0734077,-76.994197
Placa Conmemorativa,-12.073487,-76.9943194
S,-12.0734349,-76.9943508
A,-12.0734233,-76.9943334
N,-12.0734118,-76.9943172
L,-12.0733901,-76.9942905
U,-12.0733763,-76.9942728
I,-12.0733645,-76.9942566
San Lorenzo de Brindis,-12.1991068,-77.0124943
Teniente Coronel Pedro Ruiz Gallo,-12.0825063,-77.0310849
Cruz de Yerbateros,-12.0635102,-76.9980935
José Abelardo Quiñones Gonzales,-12.1762146,-77.0137689
Óscar Díaz Bravo,-12.0792287,-76.9960377
Virgen Medalla Milagrosa,-11.9532183,-76.9843911
